age,income_lpa,family_size,marital_status,home_lat,home_lon,visits_last_30d,days_since_last_visit,dwell_time_mins,downloads,companion_flag,broker_flag,open_house_flag,finance_brochure_flag
36,18.9,2,single,19.06801,72.90233,6,30,0.4,3,0,1,0,0
27,18.3,3,single,19.05927,72.76016,1,9,2.8,1,0,0,0,1
38,19.9,2,single,19.19203,72.98842,4,0,1.2,0,0,1,1,0
21,18.5,1,married,18.96233,72.90103,0,8,7.6,0,0,0,1,0
43,24.0,4,single,18.99375,72.89984,2,14,19.5,1,0,1,1,0
38,11.9,4,single,19.17363,72.87908,4,12,13.3,1,1,0,0,0
37,14.7,2,married,19.01045,72.82822,2,16,2.4,0,1,0,0,0
42,14.7,1,married,19.16005,72.90178,3,3,5.1,2,0,0,0,0
48,24.8,2,married,19.23994,72.92756,0,16,7.1,2,0,0,0,0
43,28.6,4,married,19.02982,72.70531,0,3,16.6,1,0,0,0,1
21,19.5,4,single,19.13814,72.82612,2,21,18.3,1,0,0,0,0
24,19.2,2,married,18.95463,72.85451,5,6,24.0,0,0,0,0,0
30,20.4,1,married,19.14547,72.90562,1,19,7.1,1,0,0,0,0
35,25.8,4,single,19.08994,72.99933,1,1,11.9,0,1,1,0,0
39,15.4,2,married,19.1173,72.80283,2,8,1.2,1,1,0,0,1
29,21.2,3,married,19.00544,72.8302,2,18,8.3,2,0,0,0,0
36,24.9,5,single,18.90389,72.82875,1,4,2.9,1,0,0,0,0
28,22.5,1,single,19.12033,72.79985,0,24,5.7,3,1,0,0,0
30,20.9,3,single,18.86366,72.84528,3,15,10.1,0,1,0,0,0
23,25.0,1,single,19.03826,72.95708,1,13,3.0,2,1,0,0,0
27,6.5,2,married,19.16412,72.77462,1,7,0.5,0,0,0,0,0
24,23.4,4,married,19.08919,72.92278,1,10,0.1,1,0,1,0,0
27,16.7,2,single,19.26483,72.70981,2,14,0.2,1,0,0,0,0
43,10.8,5,married,19.17251,72.82387,2,10,0.1,0,0,0,0,0
27,22.6,3,married,19.00461,72.84705,2,18,1.2,1,0,0,1,0
56,26.9,2,married,19.07273,73.04749,0,9,2.7,0,0,0,0,0
38,19.3,2,married,19.06526,72.85252,3,3,2.5,1,1,0,0,0
36,24.8,2,single,18.91178,72.65988,4,4,43.3,0,1,0,0,0
28,28.1,2,married,18.97596,72.68011,1,0,3.7,0,0,0,0,0
40,26.6,1,married,19.01392,72.8834,5,5,1.4,3,1,0,0,0
30,28.2,2,married,18.86638,72.94138,2,21,7.9,1,0,0,1,0
35,23.7,2,married,19.07475,72.91755,1,24,19.5,3,1,1,0,0
55,20.4,3,single,19.04509,72.89676,3,3,11.3,1,0,0,1,0
34,12.0,3,married,18.90271,72.99623,2,48,3.5,1,0,0,0,0
44,18.8,3,single,19.11042,72.82604,1,10,8.2,0,0,0,0,0
29,15.8,1,married,19.14159,72.96949,2,37,12.5,1,0,0,0,1
34,30.9,2,married,19.0927,72.7168,1,18,13.0,0,0,0,0,0
49,19.1,3,single,19.03759,72.78951,4,19,11.0,3,0,0,0,0
29,20.6,2,married,19.12914,72.6993,3,1,20.5,0,1,0,0,0
49,22.8,1,single,19.13802,72.85252,3,4,20.4,1,0,0,0,0
40,20.2,4,married,19.10074,72.87537,5,0,8.6,2,0,1,0,0
30,28.5,3,married,18.98754,72.89141,1,19,5.6,0,0,0,0,0
40,16.9,3,married,19.09766,72.88619,3,6,10.3,1,0,0,0,0
42,21.0,1,married,19.18955,72.78724,3,23,17.0,1,0,1,0,0
39,16.3,3,married,19.01034,72.86098,5,6,0.1,1,1,1,0,0
22,13.4,3,married,19.27979,72.73026,2,26,48.3,2,0,0,0,0
29,16.9,3,married,19.01744,73.01632,0,2,2.0,1,0,0,0,0
33,19.8,3,married,19.07324,72.84964,2,3,6.4,2,1,0,0,0
34,17.9,4,single,19.00275,72.83111,4,6,20.6,1,0,0,0,0
39,16.5,3,married,19.09233,73.03889,1,8,2.5,0,0,0,0,0
36,13.0,1,single,18.89578,72.75578,4,6,6.5,2,1,0,1,0
24,19.6,3,married,19.0154,72.76744,2,22,1.4,1,0,0,0,0
38,12.5,3,single,18.96079,72.77038,1,2,5.0,0,0,0,0,0
39,23.8,3,single,19.08353,72.87321,2,6,1.9,1,1,0,0,0
39,20.4,1,married,19.16944,72.92316,2,27,4.5,1,0,0,0,0
43,12.7,1,married,19.1346,72.95397,2,1,4.7,0,0,0,0,0
41,18.5,4,single,18.83283,73.1372,3,43,49.9,1,1,0,0,0
38,16.2,3,single,19.27421,72.65506,4,60,52.6,1,0,0,0,0
34,21.6,4,married,19.09953,72.94087,2,1,1.2,0,0,0,0,0
21,26.7,3,married,18.99235,72.82429,0,5,12.9,3,1,0,0,0
38,10.6,3,single,19.08571,72.82136,2,7,0.5,0,1,0,0,0
36,20.6,3,single,19.08762,72.81802,2,22,0.3,2,0,0,0,0
37,19.2,4,married,19.00332,72.78912,1,14,1.1,1,0,1,0,0
24,23.4,3,single,19.08979,73.04845,1,16,33.7,2,1,1,0,1
26,21.1,3,married,19.00925,72.96423,1,21,28.3,0,1,0,0,0
43,16.2,1,married,19.02956,72.88232,1,2,2.2,0,0,1,0,0
34,18.4,2,married,19.00137,73.0151,2,27,1.8,0,0,0,1,0
40,16.0,3,single,18.92673,72.72875,1,18,2.8,1,0,0,0,0
35,25.4,2,married,19.08458,72.74693,2,13,7.2,0,1,1,0,0
35,20.1,2,married,19.12853,72.6622,4,33,8.4,1,1,0,0,0
42,29.5,2,married,19.12149,72.81006,4,18,2.5,0,1,0,0,0
30,19.7,2,married,19.15199,72.89617,2,3,14.1,0,1,0,0,0
35,16.5,2,married,19.10243,72.89029,2,8,3.7,0,0,0,0,0
31,12.4,2,married,19.01673,72.89493,2,10,25.5,2,0,0,0,0
31,11.0,4,married,19.15397,72.73889,0,1,10.7,1,1,0,0,0
32,12.1,3,married,18.93425,72.96032,1,46,5.7,1,1,0,0,0
36,21.3,1,married,18.97993,72.90396,0,2,15.6,0,0,0,0,0
31,22.5,1,married,18.97358,72.95331,1,18,17.0,1,0,0,0,0
45,12.1,3,single,19.17801,72.69072,1,11,3.4,0,1,1,1,0
27,24.5,2,married,19.16428,72.91115,3,0,4.2,1,0,0,0,1
33,17.6,4,married,19.11873,72.76122,2,39,27.5,0,0,0,0,0
31,20.7,3,single,19.17719,72.84027,2,29,1.8,0,0,0,1,0
46,28.1,3,single,18.98207,72.93344,3,11,0.4,1,0,1,0,0
36,24.5,2,married,19.10486,72.88911,1,4,6.1,0,0,0,0,1
43,18.7,3,married,19.05748,72.79485,6,2,16.2,1,1,0,0,0
23,15.5,2,married,19.15469,72.88063,2,7,14.8,1,0,0,0,0
37,9.2,4,single,19.05848,72.72685,4,4,25.2,0,0,1,0,0
42,16.4,3,married,19.03151,72.99503,2,11,7.6,1,0,0,0,0
35,18.9,2,single,19.12409,72.85947,0,51,1.1,0,1,0,1,0
43,15.1,2,married,19.15762,72.99185,3,13,8.9,1,1,0,0,1
30,19.3,1,single,19.00317,72.82735,1,33,15.1,0,1,0,0,1
46,20.4,3,single,19.06389,72.82764,1,16,1.0,1,1,0,0,0
53,18.9,2,single,18.96416,72.80358,2,10,1.9,2,0,0,0,0
32,16.7,3,single,18.82019,72.96762,1,29,0.1,1,0,0,0,1
31,20.8,2,single,19.09005,72.80906,3,10,9.0,0,0,0,1,0
46,22.2,3,single,19.13089,72.94446,2,30,21.8,2,0,0,0,0
47,14.5,4,married,19.09621,72.84175,4,5,11.1,0,1,1,1,0
30,27.1,3,married,18.87504,72.6824,0,2,40.2,0,0,1,0,0
31,19.5,3,single,19.03492,72.82297,2,29,0.7,3,1,0,0,0
32,20.1,1,married,18.84817,72.76209,2,13,23.3,1,0,0,0,1
24,23.5,1,single,19.20697,72.88339,2,33,16.8,1,0,0,0,0
27,21.2,3,married,18.96139,72.76096,3,42,3.8,1,0,0,1,0
26,24.8,2,single,19.19554,72.9726,3,1,36.3,1,0,0,0,0
28,21.4,2,single,19.16459,72.87089,0,10,3.4,2,0,0,0,0
34,16.9,1,married,18.97994,72.86224,2,7,22.0,1,0,0,0,0
36,21.8,2,married,18.95672,72.94559,2,15,21.3,1,0,0,0,0
47,14.3,1,married,19.10504,72.97639,3,24,14.2,0,0,1,0,0
27,20.5,4,married,18.98557,72.87799,3,5,8.3,1,0,0,0,0
42,19.8,2,married,19.08025,72.80288,1,12,1.3,1,0,0,0,0
33,19.0,3,single,19.02172,72.7026,1,19,7.6,1,0,0,0,0
34,19.4,1,single,18.89188,72.8114,2,2,4.4,0,0,1,0,0
40,10.6,3,single,18.84695,72.81828,1,25,15.7,1,0,0,0,0
26,17.3,2,single,19.09267,72.89071,2,14,14.2,2,0,0,0,0
38,20.5,4,married,19.01384,72.84549,5,45,24.1,2,0,0,0,0
36,20.8,4,married,19.01469,72.94879,4,6,0.1,2,0,0,0,0
38,14.9,2,single,19.13959,72.8187,3,2,16.6,0,0,0,0,0
37,26.3,4,married,19.18734,72.8743,4,11,27.9,0,0,0,0,0
54,15.7,5,married,19.04275,72.9984,0,1,15.6,0,0,0,0,0
29,24.8,4,single,19.03594,72.91418,0,52,1.4,2,1,0,0,0
30,22.1,4,single,19.12001,72.874,0,1,0.8,2,0,0,0,0
30,16.8,2,single,18.93431,72.81981,1,21,0.2,3,0,0,0,0
30,28.9,3,single,19.09232,72.81668,2,11,9.9,1,1,0,0,0
29,14.0,1,single,19.12519,72.79494,1,7,9.9,2,0,0,0,0
44,24.6,1,married,19.13802,72.8259,1,1,43.4,2,1,1,0,0
46,25.0,5,single,18.87632,72.95557,0,15,5.1,1,0,0,0,0
30,16.6,2,single,18.99386,72.85781,3,13,4.0,1,0,1,0,0
28,27.0,3,married,18.98217,72.74502,3,5,9.8,1,1,0,0,0
38,18.7,4,married,19.07999,73.05682,2,36,17.5,0,0,1,0,0
30,21.4,4,married,19.11807,72.912,2,5,27.6,0,0,1,0,0
40,21.3,5,single,19.21967,72.73931,1,9,16.3,3,0,0,1,1
36,19.3,2,single,19.0205,72.83582,0,12,5.6,1,0,1,0,0
22,24.1,1,married,19.02024,72.89109,1,2,10.1,1,0,0,0,1
47,24.0,2,single,19.18497,73.05046,0,40,19.4,2,0,0,0,0
49,11.3,1,single,19.09966,72.76919,4,7,6.7,0,1,0,0,1
30,26.5,1,married,19.19677,72.9776,2,1,2.4,1,1,0,0,0
31,11.7,2,married,19.09887,73.01995,1,7,1.9,0,0,0,0,0
37,25.2,3,married,18.95429,72.81713,5,14,0.0,0,1,0,0,0
37,25.6,3,married,18.93669,72.85225,1,11,12.7,2,0,0,0,0
40,14.5,2,married,18.91485,72.77637,2,18,1.2,0,0,0,0,0
51,17.9,3,single,19.13621,72.85965,3,1,2.8,1,1,0,0,0
33,14.5,2,single,19.18886,72.87634,1,5,3.5,0,1,0,0,1
28,18.9,1,single,19.25494,72.94596,1,26,8.2,0,1,0,0,0
23,18.5,3,single,19.15431,72.98902,2,1,5.1,4,0,1,1,0
29,23.9,3,married,19.18628,72.80519,1,29,11.2,0,0,0,0,0
34,26.6,3,married,19.012,72.68327,1,1,0.6,0,1,0,1,1
49,27.0,1,married,18.95436,72.87788,2,27,1.3,0,0,1,0,0
30,17.2,4,single,19.15501,72.90935,0,7,6.9,3,0,0,0,0
36,19.0,3,single,19.11177,72.90494,3,14,4.1,2,0,0,0,0
34,11.6,3,single,19.08074,72.84733,1,2,3.5,1,1,0,0,0
44,16.0,3,single,19.10874,72.89248,1,1,0.7,0,0,0,0,1
55,24.8,4,single,19.10232,73.03154,1,4,22.6,2,0,1,0,0
30,28.1,3,married,19.19838,72.91817,3,2,11.8,0,0,0,0,0
31,13.8,3,married,19.1995,72.84266,3,6,1.3,3,0,0,0,0
43,17.0,5,married,19.12442,72.82998,1,11,0.7,0,1,0,0,0
40,19.9,3,married,19.15458,72.86301,2,13,36.8,0,0,0,0,0
49,21.4,2,married,19.12141,73.04367,2,23,11.4,0,0,0,0,0
39,16.0,3,single,19.02388,72.86167,2,16,5.4,0,0,1,0,0
32,22.1,2,single,19.14566,72.87802,1,14,12.1,0,0,1,0,0
39,17.6,2,single,18.93055,72.83177,2,8,14.1,1,0,0,0,0
43,19.9,3,married,19.17539,72.9899,2,10,15.1,1,0,0,0,0
41,22.7,4,married,18.95055,73.07598,0,8,6.5,1,0,0,1,1
39,20.0,4,single,19.09858,72.92506,3,28,5.6,1,0,0,0,1
43,17.8,2,married,18.98548,72.88828,1,4,0.1,3,1,0,0,0
44,19.5,3,married,19.12534,72.88368,4,0,26.1,2,1,0,0,0
46,19.6,2,single,19.06661,72.64157,3,16,9.2,2,0,1,0,0
40,18.1,5,single,18.91052,72.95452,4,3,2.3,3,0,0,0,0
33,18.7,5,married,19.11207,72.89342,3,33,25.2,2,1,0,0,0
36,28.0,3,married,19.01221,72.92283,0,29,24.6,1,0,0,0,0
44,22.8,4,single,19.15811,72.80885,2,1,45.3,0,0,0,0,0
28,18.5,3,married,19.07013,72.84155,2,2,20.7,0,1,0,0,0
37,23.5,3,single,19.10954,72.8389,1,10,61.1,0,0,0,0,0
31,18.3,1,married,18.97424,72.98216,1,14,2.8,0,0,0,0,0
35,25.9,2,married,19.01107,72.84212,1,5,18.5,1,0,0,0,0
45,21.8,3,married,19.02414,73.08827,4,19,17.3,2,0,0,0,0
36,19.5,3,married,19.15567,72.92309,1,14,2.6,0,1,0,0,0
35,22.2,2,married,19.23774,72.75243,2,6,1.0,3,0,0,1,0
24,12.1,4,married,18.98948,72.86715,0,0,38.8,5,0,0,0,0
40,14.4,1,single,19.17768,72.81483,1,21,3.5,2,1,0,0,0
40,14.0,3,married,18.85303,72.66056,4,4,20.5,0,1,1,0,0
52,20.7,3,single,18.95058,73.03995,0,27,0.0,1,0,0,0,0
32,28.7,3,married,18.97412,72.95031,2,8,0.2,0,0,0,0,0
36,31.2,3,married,18.93475,72.93332,0,13,6.3,0,0,1,0,1
36,23.2,2,married,18.91164,72.89654,3,31,2.7,1,1,0,0,0
47,22.5,1,married,19.1113,72.7418,2,30,11.7,0,0,0,0,0
34,11.0,3,married,19.04859,72.83164,2,7,8.3,0,0,0,0,0
37,17.3,3,single,19.10794,72.96418,2,4,0.8,1,0,0,0,0
39,16.1,1,married,19.13905,72.77488,1,22,1.8,0,0,1,0,1
36,16.9,3,single,19.09656,72.62682,2,9,4.9,1,0,0,1,0
31,19.2,2,single,19.13578,72.85729,2,3,2.1,0,0,0,0,0
36,17.6,3,single,19.06305,72.86582,3,35,15.7,0,0,0,0,0
43,10.1,4,married,18.9513,72.89356,3,3,5.4,0,0,0,0,0
26,23.7,1,married,19.17578,72.95285,1,0,1.0,2,0,0,0,1
36,14.6,1,married,19.01109,72.94376,3,0,6.6,0,0,0,0,0
29,21.2,3,married,18.97644,72.90588,3,15,1.0,1,1,0,0,0
44,30.4,3,single,19.05221,72.99955,4,16,1.4,0,1,0,1,1
22,15.4,3,single,18.97872,72.7281,0,6,2.7,1,0,1,0,0
30,7.3,4,married,19.02826,72.93046,1,6,19.6,0,0,0,0,0
38,18.6,4,married,19.10441,72.94265,0,6,25.9,2,0,0,0,0
47,25.5,5,married,19.10483,72.75604,1,17,17.5,3,0,0,0,0
34,29.8,3,single,18.98022,72.72971,0,1,4.1,1,0,1,1,0
30,13.9,2,married,19.02123,72.80541,2,40,3.2,1,0,0,0,0
50,22.5,2,married,19.17743,72.81385,5,4,8.0,0,1,0,1,0
23,17.7,1,single,19.11964,72.95534,0,60,12.8,1,0,0,0,1
21,19.5,3,married,19.27751,72.81855,6,3,50.2,1,0,1,0,0
38,33.2,2,married,19.18801,72.79437,0,22,1.4,1,0,0,0,0
30,12.5,4,married,19.18443,72.81884,4,4,0.5,0,1,0,0,0
26,21.3,3,single,18.93121,72.99186,2,1,11.9,2,0,0,0,0
40,22.3,3,married,19.14639,72.8813,3,31,17.9,0,1,1,1,0
36,25.4,2,single,19.06469,72.86207,1,29,18.7,1,0,0,0,1
30,20.5,1,single,19.0149,72.869,4,8,11.3,2,1,1,0,0
24,21.5,1,married,19.0868,73.00921,2,18,30.8,0,1,1,0,1
41,18.0,2,married,19.16452,72.80508,1,12,7.2,0,1,0,0,0
40,21.3,1,single,19.12008,73.01155,0,29,24.5,0,0,0,0,0
34,18.3,3,married,18.98215,72.90105,3,6,34.4,3,0,0,0,0
49,23.1,4,married,19.14425,72.86396,4,11,18.8,0,0,1,1,0
26,18.2,4,married,19.00624,73.13009,2,10,3.7,1,1,0,0,0
22,21.9,3,married,19.09167,72.77444,4,7,2.2,1,0,1,0,0
29,19.9,2,married,19.03966,72.84463,3,33,7.9,2,0,0,0,0
34,25.6,4,married,19.04811,72.75676,2,3,6.0,0,0,0,0,1
36,19.7,4,single,19.14662,72.97525,5,2,21.0,1,0,0,0,0
33,11.1,1,single,18.96598,73.04892,1,13,1.1,2,0,0,0,0
37,26.3,3,married,19.26452,73.04699,2,16,3.0,1,0,1,0,0
24,15.5,2,married,18.88789,73.00239,2,3,13.9,0,0,0,0,0
46,16.7,4,married,19.01023,72.86024,1,7,1.0,0,0,0,0,0
34,17.0,5,single,19.10702,72.84348,0,44,3.9,2,1,0,0,0
43,26.9,1,single,19.12843,72.71288,3,4,4.9,0,1,0,0,0
37,9.3,4,married,19.05995,73.08359,3,17,9.7,3,1,0,0,0
38,35.7,3,single,19.06426,72.9269,3,20,1.7,2,0,0,0,1
39,25.3,5,married,19.11106,72.8308,2,9,19.7,1,1,1,0,1
38,21.1,2,single,19.04689,73.01281,3,42,5.9,1,0,0,0,0
40,19.7,4,married,19.20932,72.78272,3,20,24.9,0,0,0,0,0
45,21.4,1,married,19.15393,72.92066,0,9,6.3,3,0,0,0,0
36,22.6,2,single,19.15728,72.86274,1,13,3.2,1,0,0,0,0
40,23.2,1,married,18.97338,72.94387,4,18,1.5,0,0,0,0,0
34,22.8,5,single,19.06206,72.87364,1,13,0.0,1,1,0,0,0
46,20.4,4,married,19.03995,72.73491,2,32,7.6,1,0,0,0,0
29,19.0,4,married,18.96944,72.88756,3,7,1.1,2,0,0,1,0
49,19.2,4,married,19.10602,72.98489,1,5,5.0,4,0,0,0,0
34,19.0,1,married,19.01624,72.87708,1,4,8.9,0,0,0,0,0
23,25.7,2,married,19.13554,72.95751,4,1,3.2,0,0,1,1,0
36,23.0,1,single,18.96298,72.77545,5,1,1.9,0,0,0,0,0
29,5.3,2,single,19.2419,72.87737,1,31,14.9,0,1,0,0,0
41,23.3,2,married,18.98037,72.81755,1,17,29.3,1,0,0,1,0
29,21.0,2,married,19.09193,72.9547,5,16,1.1,0,0,0,1,1
31,19.9,2,married,19.14919,72.88315,0,14,1.7,0,1,1,0,0
21,18.1,1,married,19.01294,72.94901,2,28,32.2,2,1,0,0,0
31,25.6,1,married,19.15525,72.98877,1,10,0.4,1,1,0,0,1
21,24.7,1,married,18.94708,72.94916,2,31,38.0,2,0,0,0,0
22,16.1,5,married,19.21521,72.90731,2,7,0.0,2,0,0,1,1
41,22.0,3,married,19.07141,72.78018,1,39,20.7,1,0,0,0,0
41,15.1,5,married,19.01036,72.87972,3,18,3.7,0,1,0,0,0
38,13.1,2,single,19.04008,72.82669,3,4,27.9,0,1,0,0,0
27,16.9,2,single,19.15089,72.84559,3,12,3.8,0,0,0,0,0
34,24.3,3,single,19.01155,72.84255,1,11,10.6,0,0,0,0,0
34,24.8,2,single,18.99506,72.78201,0,2,0.8,1,1,0,0,0
25,22.6,2,single,19.04785,72.68427,2,13,2.8,1,0,0,0,0
47,23.6,2,married,18.9523,72.81319,1,6,14.9,6,0,0,0,0
42,22.6,1,married,19.25205,72.89934,4,1,7.5,0,0,0,0,0
33,16.8,2,married,19.01336,72.74518,4,45,26.3,1,0,0,0,0
35,22.2,2,married,19.15316,72.88157,1,15,5.6,0,1,1,0,0
36,24.0,3,single,19.09095,73.07003,0,31,20.4,0,0,0,0,0
21,23.8,1,single,18.97155,72.98231,2,17,6.0,2,0,1,0,0
33,25.9,2,single,19.0694,73.04435,2,7,38.8,5,0,0,1,0
29,23.5,4,married,19.1484,72.91911,4,11,32.1,0,0,0,0,0
26,21.8,1,single,19.05117,72.99675,1,17,4.0,3,0,1,0,0
32,25.4,2,single,19.18931,72.8076,1,48,21.7,0,0,0,0,0
49,19.9,4,married,19.17215,72.81557,2,4,18.8,1,0,1,1,0
40,15.6,1,married,19.16189,72.60609,6,31,2.4,0,0,0,0,0
30,19.2,1,single,19.02403,72.99861,1,39,9.8,0,1,0,0,0
39,16.3,2,married,18.96202,73.03403,0,17,0.8,0,0,0,0,0
